File Name,Domain Name, Private_IP_Found_In_Default_DNS,Private_IP_Found_In_Public_DNS,Default DNS IP's found in Public DNS, Domain Doesn't Work but IP Does,Response Code,Default DNS IP Address,Public DNS Response Codes,All Domain Response Codes,All Default DNS Response Codes,All Public DNS Response Codes,,Method
ISP_BS_AussieBroadband_25Apr_2024.csv,http://nocensor.surf/,FALSE,FALSE,FALSE,FALSE,"HTTPConnectionPool(host='nocensor.surf'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC308590>: Failed to resolve 'nocensor.surf' ([Errno 11001] getaddrinfo failed)""))","['\'HTTPConnectionPool(host=\\\'errno11001getaddrinfofailed\\\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC0E1640>: Failed to resolve \\\'errno11001getaddrinfofailed\\\' ([Errno 11001] getaddrinfo failed)""))\'']",[''],"['HTTPConnectionPool(host=\'nocensor.surf\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC308590>: Failed to resolve \'nocensor.surf\' ([Errno 11001] getaddrinfo failed)""))']","['\'HTTPConnectionPool(host=\\\'errno11001getaddrinfofailed\\\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC0E1640>: Failed to resolve \\\'errno11001getaddrinfofailed\\\' ([Errno 11001] getaddrinfo failed)""))\'']",[''],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Domain Not Live
ISP_BS_AussieBroadband_25Apr_2024.csv,https://nocensor.casa/,FALSE,FALSE,FALSE,FALSE,200,['200'],['200'],['200'],['200'],['200'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,http://nocensor.fun/,FALSE,FALSE,TRUE,FALSE,200,['412'],['412'],['200'],['412'],['412'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,https://unblockproject.icu/,FALSE,FALSE,TRUE,FALSE,200,['400'],['400'],['200'],['400'],['400'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,https://unblockproject.info/,FALSE,FALSE,TRUE,FALSE,410,['410'],['410'],['410'],['410'],['410'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Domain Not Live
ISP_BS_AussieBroadband_25Apr_2024.csv,http://123unblock.space/,FALSE,FALSE,TRUE,TRUE,('Connection aborted.'; RemoteDisconnected('Remote end closed connection without response')),['200'],['200'],"[""('Connection aborted.'; RemoteDisconnected('Remote end closed connection without response'))""]",['200'],['200'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,https://123unblock.fun/,FALSE,FALSE,FALSE,FALSE,200,['200'],['200'],['200'],['200'],['200'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,http://unbl0ck.online/,FALSE,FALSE,FALSE,FALSE,200,['200'],['200'],['200'],['200'],['200'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,http://123unblock.icu/,FALSE,FALSE,FALSE,FALSE,"HTTPConnectionPool(host='123unblock.icu'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC104110>: Failed to resolve '123unblock.icu' ([Errno 11001] getaddrinfo failed)""))","['\'HTTPConnectionPool(host=\\\'errno11001getaddrinfofailed\\\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC106240>: Failed to resolve \\\'errno11001getaddrinfofailed\\\' ([Errno 11001] getaddrinfo failed)""))\'']",[''],"['HTTPConnectionPool(host=\'123unblock.icu\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC104110>: Failed to resolve \'123unblock.icu\' ([Errno 11001] getaddrinfo failed)""))']","['\'HTTPConnectionPool(host=\\\'errno11001getaddrinfofailed\\\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC106240>: Failed to resolve \\\'errno11001getaddrinfofailed\\\' ([Errno 11001] getaddrinfo failed)""))\'']",[''],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Domain Not Live
ISP_BS_AussieBroadband_25Apr_2024.csv,http://prox4you.club/,FALSE,FALSE,TRUE,FALSE,200,"['""(\'Connection aborted.\'; ConnectionResetError(10054; \'An existing connection was forcibly closed by the remote host\'; None; 10054; None))""']",['200'],['200'],"['""(\'Connection aborted.\'; ConnectionResetError(10054; \'An existing connection was forcibly closed by the remote host\'; None; 10054; None))""']",['200'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,https://prox4you.pro/,FALSE,FALSE,TRUE,FALSE,410,['410'],['410'],['410'],['410'],['410'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Domain Not Live
ISP_BS_AussieBroadband_25Apr_2024.csv,http://prox4you.info/,FALSE,FALSE,TRUE,FALSE,410,['410'],['410'],['410'],['410'],['410'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Domain Not Live
ISP_BS_AussieBroadband_25Apr_2024.csv,https://unblocked.to/,FALSE,FALSE,TRUE,FALSE,200,"['""(\'Connection aborted.\'; RemoteDisconnected(\'Remote end closed connection without response\'))""']","['""(\'Connection aborted.\'; RemoteDisconnected(\'Remote end closed connection without response\'))""']",['200'],"['""(\'Connection aborted.\'; RemoteDisconnected(\'Remote end closed connection without response\'))""']","['""(\'Connection aborted.\'; RemoteDisconnected(\'Remote end closed connection without response\'))""']","['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,https://prostylex.org/,FALSE,FALSE,TRUE,FALSE,200,['200'],['200'],['200'],['200'],['200'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,https://torrents.io,FALSE,FALSE,FALSE,FALSE,"HTTPSConnectionPool(host='torrents.io'; port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001CFDC1B1EB0>: Failed to resolve 'torrents.io' ([Errno 11001] getaddrinfo failed)""))","['\'HTTPConnectionPool(host=\\\'errno11001getaddrinfofailed\\\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC0E1C10>: Failed to resolve \\\'errno11001getaddrinfofailed\\\' ([Errno 11001] getaddrinfo failed)""))\'']",[''],"['HTTPSConnectionPool(host=\'torrents.io\'; port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001CFDC1B1EB0>: Failed to resolve \'torrents.io\' ([Errno 11001] getaddrinfo failed)""))']","['\'HTTPConnectionPool(host=\\\'errno11001getaddrinfofailed\\\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC0E1C10>: Failed to resolve \\\'errno11001getaddrinfofailed\\\' ([Errno 11001] getaddrinfo failed)""))\'']",[''],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Domain Not Live
ISP_BS_AussieBroadband_25Apr_2024.csv,https://katcr.co/,FALSE,FALSE,FALSE,FALSE,"HTTPSConnectionPool(host='katcr.co'; port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001CFDC0E1BE0>: Failed to resolve 'katcr.co' ([Errno 11002] getaddrinfo failed)""))","['\'HTTPConnectionPool(host=\\\'errno11002getaddrinfofailed\\\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC104680>: Failed to resolve \\\'errno11002getaddrinfofailed\\\' ([Errno 11001] getaddrinfo failed)""))\'']",[''],"['HTTPSConnectionPool(host=\'katcr.co\'; port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001CFDC0E1BE0>: Failed to resolve \'katcr.co\' ([Errno 11002] getaddrinfo failed)""))']","['\'HTTPConnectionPool(host=\\\'errno11002getaddrinfofailed\\\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC104680>: Failed to resolve \\\'errno11002getaddrinfofailed\\\' ([Errno 11001] getaddrinfo failed)""))\'']",[''],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Domain Not Live
ISP_BS_AussieBroadband_25Apr_2024.csv,https://kikass.to/,FALSE,FALSE,TRUE,FALSE,200,['403'],['403'],['200'],['403'],['403'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,https://kat.sx/,FALSE,FALSE,TRUE,FALSE,521,['403'],['403'],['521'],['403'],['403'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Domain Not Live
ISP_BS_AussieBroadband_25Apr_2024.csv,https://kickass.sx/,FALSE,FALSE,TRUE,FALSE,200,['403'],['403'],['200'],['403'],['403'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
ISP_BS_AussieBroadband_25Apr_2024.csv,https://kickass1.to/,FALSE,FALSE,TRUE,FALSE,200,['200'],['200'],['200'],['200'],['200'],"['False', 'False', 'False', 'False', 'N/A', 'False', 'N/A', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'N/A', 'False', 'False', 'N/A', 'False', 'False', 'False', 'False', 'False', 'N/A', 'N/A', 'False', 'False', 'False', 'False']",Unblocked
